Rank	NickName	HeroId	Level	FightScore	EquipInfo	XSoulInfo	PartnerInfo	SkillInfo
4937	奥黛丽琼斯	1	40	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*8*4800*-1	10004*8*4|10003*8*4|10005*8*4	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4938	德华	2	40	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*8*4800*-1	10004*8*4|10003*8*4|10005*8*4	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4939	尉迟泰清	1	40	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*8*4800*-1	10004*8*4|10003*8*4|10005*8*4	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4940	韦尔伯	2	40	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*8*4800*-1	10004*8*4|10003*8*4|10005*8*4	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4941	晏茗轩	1	40	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
4942	罗恩布莱曼	2	40	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
4943	司马丰茂	1	40	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
4944	巴顿爱迪生	2	40	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
4945	凯利	1	40	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
4946	龙炎博	2	40	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
4947	窦君浩	1	40	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
4948	宇文成济	2	40	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
4949	拓拔伟懋	1	40	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
4950	应嘉兴	2	40	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
4951	TFBOY文星	1	40	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
4952	皇甫鸿运	2	40	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
4953	莎拉克鲁斯	1	40	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
4954	王会	2	40	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
4955	科比阿尔芭	1	40	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
4956	窦永昌	2	40	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
4957	邬夏苒	1	40	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4958	安梅西	2	40	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4959	乔休尔	1	40	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4960	晏嘉鎂	2	40	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*8*4800*-1	10007*8*4|10006*8*4|10005*8*4	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4961	姬灼铭	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
4962	柴烘谦	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
4963	夏侯高昂	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
4964	沃伦朱莉	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
4965	宗政琪睿	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
4966	珍妮弗爱迪生	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
4967	盗墓者X长平	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
4968	威尔罗斯	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
4969	拓拔鸿飞	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
4970	史蒂芬布莱曼	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
4971	长孙鹰	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
4972	诸葛德华	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
4973	斐瑞	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
4974	窦光启	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
4975	米梓涵	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
4976	窦志行	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
4977	令狐熠彤	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4978	巴菲特	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4979	邬善忠	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4980	罗恩派克	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10008*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4981	宇文兴昌	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
4982	司马天元	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
4983	玛丽欧文	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
4984	盗墓者X春香	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
4985	慕容正阳	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
4986	贝蒂康纳利	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
4987	皇甫弘化	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
4988	柴天夫	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
4989	令狐鸿羽	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
4990	殷馨	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
4991	轩辕星剑	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
4992	百里伟诚	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
4993	宇文飞鸾	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
4994	汤姆康纳利	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
4995	不羁少年V莎莎	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
4996	爱乐小主I令雪	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
4997	令狐兴业	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
4998	托马斯牛顿	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
4999	斌蔚	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
5000	尉迟新知	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10005*7*3|10002*7*3|10001*7*3	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
5001	褚恺歌	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
5002	杰西	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
5003	夏侯景铄	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
5004	端木昊穹	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
5005	殷莉娴	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
5006	拓拔烨磊	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
5007	肖恩奥斯本	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
5008	令狐华容	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
5009	杰西卡布鲁姆	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
5010	百里凯泽	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
5011	丹尼尔贝尔	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
5012	罗密欧爱迪生	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120341*39*1|120641*39*2|120541*39*3|120841*39*4
5013	杰西卡罗宾斯	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
5014	爱乐小主I千柳	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
5015	长孙想	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160801*39*1|160401*39*2|161001*39*3|161601*39*4
5016	赫连光誉	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120241*39*1|120341*39*2|120641*39*3|120541*39*4
5017	金S科波拉	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
5018	玛丽赫本	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
5019	皮特帕克	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	160001*1*0|160201*39*1|160801*39*2|160401*39*3|161001*39*4
5020	巴顿琼斯	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10004*7*3|10003*7*3|10005*7*3	120001*1*0|120141*39*1|120241*39*2|120341*39*3|120641*39*4
5021	鬼影手X千柳	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
5022	轩辕宏峻	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
5023	邬文轩	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	160001*1*0|160801*39*1|160401*39*2|161601*39*3|160101*39*4
5024	史蒂芬杰克逊	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	120001*1*0|120241*39*1|120341*39*2|120541*39*3|120841*39*4
5025	皇甫良平	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
5026	苗嘉鎂	2	39	8775	45207*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301020*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
5027	邬晓博	1	39	8775	45101*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301010*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	160001*1*0|160201*39*1|160401*39*2|161001*39*3|161601*39*4
5028	托马斯德普	2	39	8775	45107*20*46003|45102*20*46006|45103*20*46006|45104*20*46006|45105*20*46003|45106*20*46003|302011*1*0	301020*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	120001*1*0|120141*39*1|120341*39*2|120641*39*3|120541*39*4
5029	爱乐小主I冠宇	1	39	8775	45201*20*46012|45202*20*46012|45203*20*46012|45204*20*46012|45205*20*46012|45206*20*46012|302011*1*0	301010*7*4800*-1	10007*7*3|10006*7*3|10005*7*3	160001*1*0|160401*39*1|161001*39*2|161601*39*3|160101*39*4
